en,nl,en-nl,nl-en
black,geruis,0,0.0522336488
black,maand,0,0.066686002
black,kleurling,0,0.0426080472
black,bont,0,0.1218082951
black,pikzwart,0,0.2739086556
black,zwarte,0.0686438009,0.5245618862
black,racisme,0,0.2499081235
black,neger,0.031538864,0.0253854136
black,slapen,0.0232625234,0
black,zwart-wit,0,0.1357137013
black,zwartwit,0,0.2027333227
black,mengen,0,0.0111641222
black,gebied,0,0.0114182527
black,huidskleur,0,0.0607992401
black,kaal,0,0.0715462646
black,bewusteloos,0,0.0143749916
black,ijzel,0,0.1335
black,schokken,0,0.0110929838
black,verwijt,0,0.037148412
black,gitzwart,0,0.246591784
black,smet,0,0.0127974035
burglar,buit,0.0110037568,0
burglar,inbreker,0.3207248837,0.5006520336
burglar,gozer,0,0.0624415954
burglar,zot,0.0153898697,0.0120008799
burglar,kruimeldief,0,0.0139811459
rattle,inbrengen,0,0.200076032
rattle,los,0.0358455854,0
rattle,fris,0,0.0116643659
rattle,beven,0,0.0285760612
rattle,rochel,0,0.0666666667
rattle,voorkomen,0.01469669,0
rattle,nerveus,0.0102159918,0
rattle,getuigenis,0,0.0153781943
rattle,gaan,0.0131553298,0
rattle,het,0.0128685651,0
rattle,zeveren,0,0.0504201617
rattle,narcose,0.0358455854,0
rattle,schudden,0,0.0142061623
rattle,nou,0.0358455854,0
rattle,veel,0.0358455854,0
rattle,babyrammelaar,0,1
rattle,langskomen,0.0269200346,0
rattle,ratelen,0,0.375
rattle,streek,0.0186038588,0.0134259828
rattle,rammelaar,0,0.442333417
rattle,grof,0,0.0178935124
rattle,ratelslang,0,0.0165933612
rattle,rammelen,0.1139531159,0.5597771716
rattle,pistool,0.0131553298,0
rattle,spetteren,0,0.1656856598
rattle,opwaaien,0,0.1007125904
intake,motor,0.1240486504,0
intake,bijhouden,0.014630738,0
intake,nuttigen,0,0.0105041358
intake,helpen,0.0101289725,0
intake,gesprek,0.1250490427,0.058875841
intake,opname,0.1633140498,0.0145674886
intake,lui,0.1149200703,0
intake,inname,0.0367644186,0.3076522474
suppose,eindpunt,0,0.0115015896
suppose,zogezegd,0,0.0181475447
suppose,als,0.0115332646,0
suppose,afsluiting,0,0.024579504
suppose,eigenlijk,0.0421095745,0
suppose,veronderstelling,0,0.0179745268
suppose,vangnet,0,0.19999764
suppose,aannemen,0.0101692823,0.0932519141
suppose,uiteindelijk,0,0.075740403
suppose,ook,0.0400700794,0
suppose,ik,0.0791803965,0
suppose,geloof,0.0405099706,0
suppose,aanhalen,0,0.0191958991
suppose,proberen,0.0398701289,0
suppose,opmaken,0,0.020529601
suppose,geacht,0,0.2622028741
suppose,bedoeling,0,0.0303018718
suppose,behoren,0,0.0167889855
suppose,zijn,0.0418716175,0
suppose,vaak,0.0399900992,0
suppose,schijnbaar,0,0.0182198941
suppose,royal,0,0.027660269
suppose,zeker,0.0162759704,0
suppose,dat,0.0412911376,0
suppose,aan,0.0143272249,0
suppose,officieus,0,0.0551821558
suppose,veronderstellen,0,0.0232063361
suppose,krijgen,0.0397901487,0
suppose,stel,0.0708625162,0.0188600014
crisp,korst,0,0.0335920156
crisp,grappig,0.0141943519,0
crisp,knapperig,0.0297881469,0.1514115272
crisp,krokant,0,0.0832495733
crisp,fris,0.0174930393,0
crisp,heldere,0.0109956247,0
journalism,geschiedenis,0.0156352885,0
journalism,journalist,0.01300856,0.0173830446
incomplete,waarheid,0.016129389,0
incomplete,onvolledig,0.1731651206,0.6209800868
incomplete,compleet,0.1531646782,0.1138472503
repentance,spijt,0.1111032692,0
repentance,gezeur,0.1111032692,0
repentance,abraham,0.1111032692,0
repentance,berouw,0.5239671949,0.2195787725
repentance,boetedoening,0.0211096211,0.0108812499
clutch,voering,0.0111133906,0.0312652181
clutch,kliek,0,0.0249936035
clutch,erop,0.0555669532,0
clutch,dak,0.0555669532,0
clutch,koppeling,0.2222122459,0.647009491
clutch,versnellingsbak,0,0.0251848002
clutch,rem,0,0.0120348792
clutch,verlossen,0.0277834766,0.0153205817
clutch,filter,0.0554558193,0
clutch,klauw,0,0.0118313614
boutique,winkel,0.1253053886,0
boutique,boetiek,0.1991778029,0.8751666618
boutique,zaak,0.010219943,0
boutique,connaisseur,0,0.467
boutique,exclusief,0.0277715843,0.0238383202
graceful,zadel,0.012603774,0
graceful,tactvol,0,0.0417186165
graceful,ritme,0.100029952,0
graceful,elegant,0.2676801516,0.2202987772
graceful,neer,0,0.0253036622
graceful,grappig,0.1124336661,0
graceful,galant,0.012603774,0.022340772
graceful,gracieus,0.0494147963,0.1189688593
graceful,sierlijk,0.2920874599,0.6612854094
blazer,donkerblauw,0,0.0476666259
blazer,blazer,0.280129492,0.6313345937
blazer,heftruck,0,0.3316542849
blazer,gel,0.0138356131,0.0116698204
blazer,eigenschap,0.0833470669,0
hourly,loonsverhoging,0.0489776547,0.0500042877
hourly,checken,0.0149931596,0
hourly,verlaten,0.2498859935,0.0249990937
hourly,uur,0.1241933411,0
hourly,elk,0.0489776547,0
hourly,per,0.0152430456,0
hourly,vn,0.0154929316,0
along,mee,0.0758435281,0
along,stug,0,0.0463641868
along,toegaan,0,0.0310509636
along,overeenkomen,0,0.0324522831
along,meespelen,0,0.1877388409
along,aanvaarden,0,0.0122084372
along,zangles,0,0.1892467686
along,wilde,0,0.0480634
along,meewerken,0,0.013549515
along,meebrengen,0,0.0254942031
along,revue,0,0.0248011923
along,werken,0.0402726476,0.0110946442
along,onzinnig,0,0.0146256788
along,zoiets,0.0200960512,0
along,langs,0.0156257873,0.0411485881
along,opschieten,0,0.0326659498
along,op,0.0358850635,0
along,omgang,0,0.383084704
along,meelopen,0,0.0124990101
along,goedvinden,0,0.051217703
along,doorlopen,0.0123234302,0.0167634043
along,aarden,0,0.0256049308
along,nijdig,0,0.0500708869
along,miniem,0,0.3336638299
along,wij,0,0.0239420435
along,in,0.0201364409,0
along,zijn,0.0209820494,0
along,coco,0,0.0103774928
along,spartelen,0,0.2499374376
along,bedienen,0,0.0103444408
along,tesamen,0,0.0714988742
along,overweg,0.0427922253,0.3942615445
along,kogel,0.0203376871,0
along,overbrengen,0,0.0191816993
along,onbekommerd,0,0.1663367155
along,branding,0,0.0144027268
along,boffen,0,0.0335138503
along,instemmen,0,0.0218134517
along,opjutten,0,0.0176725575
along,oprecht,0.0402726476,0
along,ondertussen,0,0.0202105638
along,meerijder,0,0.4991956847
along,tennissen,0,0.0333892401
along,meekomen,0,0.0474479052
along,zuiveren,0.0115582499,0
along,samen,0.0231567724,0.0177252695
along,meezingen,0,0.0882692205
along,meegaan,0,0.0475206187
processor,tekstverwerker,0.0454461685,0.5
processor,gebruiken,0.0450825991,0
blob,klomp,0,0.0166935827
blob,vlek,0.0390017209,0
blob,bobbel,0.0125005516,0.1834982646
blob,normaal,0.1250055156,0
blob,bubbel,0.0160412078,0.0334220906
blob,klodder,0.0778784362,0.8115019681
blob,baby,0.0422518643,0
ouch,auw,0.206397183,0.3282209739
ouch,oei,0,0.0293618157
ouch,overmorgen,0.0356744698,0
ouch,zes,0.0355314859,0
ouch,vishaak,0,0.1665825888
ouch,au,0.2583718113,0.1572822671
ouch,sorry,0.0380337033,0
attach,arm,0.0717387675,0
attach,bevestigen,0.0243578141,0
attach,vast,0.0303638504,0
attach,magisch,0.0834171715,0.0166942939
attach,kleven,0,0.0400263349
attach,vrijblijvend,0,0.0333331967
attach,vastzetten,0,0.0265941018
attach,ongebonden,0,0.0417702658
attach,blaam,0,0.0134982946
attach,agent,0.0196864525,0
attach,verbinden,0,0.0124832976
attach,hechten,0.0130130788,0.1608564644
attach,aan,0.0160319462,0
attach,toekennen,0,0.0646864913
attach,romp,0,0.0238391334
attach,vastmaken,0.0260261575,0.0965559568
attach,koppelen,0.0127628272,0.0161690316
gall,galblaas,0.084315349,0.4763214356
gall,ergerlijk,0.1333048997,0.1946666667
gall,ergeren,0,0.0231920045
gall,krijgen,0.0666524498,0
gall,mee,0.0666524498,0.0201844712
gall,haat,0.0333262249,0
gall,gal,0.1333692859,0.062898711
gall,ongelooflijk,0.0132638375,0
gall,lef,0.1242401665,0.0219494086
gall,irritant,0.0333262249,0.0104812875
gall,zuur,0.0333262249,0
godmother,kort,0,0.014010234
godmother,lijst,0,0.0603897566
godmother,fee,0.0605050141,0.0403141905
godmother,draak,0,0.0833631764
suite,suite,0.3340303529,0.8408741302
suite,bankstel,0,0.2986666667
suite,de,0.058880723,0.0177637332
suite,uitgeven,0,0.1430310118
suite,jawel,0.0257308759,0
suite,choice,0,0.1110421452
suite,kamer,0.0524038434,0
drive,memorystick,0,0.1756646084
drive,vanzelf,0.0204094186,0.0476487638
drive,ons,0,0.0242043455
drive,usb,0,0.0243460387
drive,legen,0,0.0478488266
drive,gedrevenheid,0,0.0832916458
drive,duivel,0.0122048323,0
drive,verdorie,0,0.0665810938
drive,terugbrengen,0,0.028976832
drive,paraat,0,0.1109341006
drive,kopiëren,0,0.0285634658
drive,stuur,0,0.0343553677
drive,mij,0,0.0113253952
drive,verdrijven,0,0.0371248287
drive,duw,0,0.0332201326
drive,afstoten,0,0.0139995919
drive,mennen,0,0.3333333333
drive,autorijden,0,0.584393167
drive,sturen,0,0.011513664
drive,rijschool,0,0.1265632816
drive,rijden,0.233068729,0.3430762296
drive,disk,0,0.0276572051
drive,geslachtsdrift,0,0.2329996493
drive,overrijden,0,0.0997955566
drive,rondrijden,0,0.2657046525
drive,stick,0,0.1316945297
drive,motivatie,0,0.0184979314
drive,opdrijven,0,0.0644302542
drive,verjagen,0,0.0238663274
drive,drijven,0,0.0550063178
drive,drang,0,0.0213446517
drive,harddisk,0,0.1680389647
drive,verstand,0.0204094186,0
drive,bestuurder,0,0.0121249865
drive,ze,0,0.0118158786
drive,tempo,0,0.0126418437
drive,wegbrengen,0,0.0733896873
drive,varen,0,0.0352081523
drive,drive,0.0430737717,0.7715331838
drive,vermogen,0,0.0369482765
drive,schijf,0.0169739624,0.4657358572
drive,recupereren,0,0.038666629
drive,page,0,0.0833553472
drive,rit,0,0.2506181577
drive,wippen,0,0.0134836054
drive,rijbewijs,0.0206135128,0.0110002444
drive,drijfveer,0,0.1857140253
drive,slijmerig,0,0.0125927589
drive,rijgedrag,0,0.4858971794
drive,afslag,0,0.0550317034
drive,laan,0,0.0286103184
drive,rij,0.0393456853,0.0707757691
drive,vastberaden,0,0.0835136295
drive,tijdelijk,0.0204094186,0
drive,tocht,0,0.023115524
drive,versnelling,0,0.013411719
drive,doorrijden,0.0216639651,0.1910067789
drive,crossen,0,0.25
drive,racen,0,0.0319732988
enter,mee,0.0200569295,0
enter,invoeren,0,0.0701797934
enter,opvolgen,0,0.0338603331
enter,enter,0.1306762161,0.7928261684
enter,tegenhouden,0.0148280878,0
enter,binnen,0.0983911564,0.0102588914
enter,herberg,0,0.0178631669
enter,kolk,0,0.1655502717
enter,gedrongen,0,0.0266683504
enter,radius,0,0.0995799743
enter,inbreken,0.0533535977,0.0634421043
enter,spel,0,0.0556282299
enter,binnenkomen,0.0127550414,0.0244957945
enter,ingaan,0,0.0156642959
enter,kloppen,0,0.0150042439
enter,directrice,0.0147690118,0.0119934028
enter,inschrijven,0,0.0757025176
enter,in,0.0519573834,0
enter,meedoen,0,0.0186819588
enter,golf,0,0.0113555447
enter,betreden,0.0191406392,0.3469101786
enter,januari,0,0.0100010219
enter,aanmeren,0,0.3334401352
enter,inbraak,0.0714231462,0.0648282498
enter,toegang,0.0128607373,0.0406615705
enter,ferm,0,0.123666598
enter,paal,0.0295380235,0
enter,dringen,0,0.0149878154
enter,intrede,0,0.0640018624
enter,binnentreden,0.0117856714,0.3999959051
enter,stel,0,0.0209653506
enter,binnengaan,0,0.2038907828
enter,aangaan,0,0.0146601723
enter,nog,0,0.0158096615
enter,binnenkomst,0,0.0999889853
enter,gevaar,0,0.0417195827
limber,lenig,0.3482901039,0.1525130883
limber,warm,0.1250143948,0
limber,soepel,0.1577681662,0.0135236707
limber,genieten,0.0205023607,0
limber,opdrukken,0.0327537714,0.0103297522
gear,schakel,0.0216023897,0
gear,droppen,0,0.0232485654
gear,klaar,0.0108663932,0
gear,tandwiel,0,0.3331665833
gear,uitrusting,0.0293220928,0.0645700792
gear,zending,0,0.0250317135
gear,binnenvallen,0,0.0130342891
gear,verzamelen,0.0242537897,0
gear,materiaal,0.0168646423,0.0266805707
gear,gerei,0,0.2495
gear,versnelling,0.0409445696,0.4227694105
gear,duikpak,0,0.2409789565
gear,klaarmaken,0,0.1562661993
gear,recupereren,0,0.3299996787
gear,paraat,0.0434655729,0.1109341006
gear,op,0.0443348843,0
gear,pech,0,0.0277903903
gear,reddingsvest,0,0.1666655222
gear,voorgaan,0,0.062191843
gear,gestel,0,0.0416699942
gear,raderwerk,0,0.3333333251
gear,stuff,0,0.1110986105
gear,pook,0,0.0504754901
gear,ok,0.0434655729,0
gear,apparatuur,0.0532018612,0.0409500168
gear,balk,0,0.0101581618
gear,spul,0.0115709702,0
gear,song,0.0219501143,0
gear,versnellingsbak,0,0.0713569338
gear,trainingspak,0,0.2495299148
gear,gerief,0,0.0277634386
gear,kledij,0,0.0140163201
gear,gereedschap,0,0.1115999715
speechless,zoeken,0.1428162774,0.015947342
speechless,kop,0.0204227277,0
speechless,johnny,0.1428162774,0
speechless,sprakeloos,0.4632960454,0.3447796692
speechless,stomverbaasd,0,0.0556294263
movable,beweegbaar,0.1665810166,0.5
movable,verplaatsbaar,0.2501216465,0.5
area,wachtzaal,0,0.5002500097
area,rustplaats,0,0.0729929997
area,aantal,0,0.0204146457
area,wijk,0,0.0324706224
area,snuffelen,0,0.0213112415
area,retour,0,0.0198021551
area,experimenteren,0.0186847572,0.1429169246
area,bevelhebber,0,0.0152224579
area,gebieden,0.0722734114,0.3242759801
area,zone,0.019647889,0.0512253608
area,doormaken,0,0.0265093091
area,area,0,0.6989828917
area,regio,0,0.1571320698
area,buurt,0.045150849,0.0201310864
area,dan,0.0129059663,0
area,vrijmaken,0,0.0202383113
area,bovenbeen,0,0.1649779037
area,investeren,0,0.0119968298
area,gedeelte,0,0.0215501779
area,oppervlak,0,0.0146567986
area,omtrek,0,0.0566155751
area,toegang,0.0141002906,0.0189213706
area,opkuisen,0,0.1815999997
area,terrein,0,0.0235264133
area,doorzoeken,0,0.1110534859
area,gebied,0.1887353106,0.4495185816
area,omroep,0,0.0127946723
area,regios,0,0.0710234201
area,streek,0,0.0288515801
area,beveiligen,0,0.0152514829
area,weerkeren,0,0.0244908339
area,last,0,0.0113890829
area,omgeving,0.0185306561,0.0868221943
area,woonwijk,0,0.0357523566
area,die,0,0.0269273621
area,slagerij,0,0.1999998422
cadaver,verwondering,0.011096154,0.0265065701
cadaver,zwerven,0.0111961193,0
cadaver,lichaam,0.0249913377,0
cadaver,lijken,0.0886692695,0
cadaver,kadaver,0.1709407502,0.7932825145
cadaver,lijk,0.1702409927,0
cadaver,overschot,0,0.0127496001
sire,hunter,0.0530311108,0
sire,koninklijke,0,0.0557683202
sire,hoogheid,0.0108713777,0
sire,sire,0.3812445006,0.7913794246
sire,heer,0.0195154488,0
blonde,blond,0.2695623907,0.7023858106
blonde,ongelofelijk,0,0.0186781075
hurt,allicht,0,0.0204360659
hurt,besmeuren,0,0.0165935385
hurt,berokkenen,0,0.0526184998
hurt,raken,0,0.011070693
hurt,woord,0.0205796015,0
hurt,overgaan,0,0.0204921788
hurt,pijn,0.3538451417,0.2279621298
hurt,groot,0.0205796011,0
hurt,ai,0,0.0624563558
hurt,rugpijn,0,0.324687179
hurt,kiespijn,0,0.0125980217
hurt,schaden,0,0.0714323035
hurt,terugpakken,0,0.037301713
hurt,sorry,0.0206207603,0
hurt,fluffy,0,0.0243997702
hurt,diet,0,0.1666660828
hurt,halen,0,0.0476710669
hurt,schadelijk,0,0.024487641
hurt,eronder,0,0.0143750284
hurt,sufferd,0,0.0502509328
hurt,gekwetste,0,0.2139148162
hurt,depri,0,0.0195140724
hurt,koppijn,0,0.0279831256
hurt,kapot,0.0205732336,0.0261464334
hurt,pijnigen,0,0.1037694529
hurt,overkomen,0,0.0101483542
hurt,lijden,0.0103237569,0.0231199845
hurt,kwetsen,0,0.4964478408
hurt,stuk,0.0205901996,0.0587554833
hurt,voicemail,0,0.0172914039
hurt,gewond,0.0522050774,0.4246074016
hurt,flauw,0.0205796011,0
hurt,aandoen,0,0.0735095168
hurt,krenken,0,0.0542218336
hurt,verdriet,0,0.0282692697
hurt,alstublieft,0,0.0114875838
hurt,onaangeraakt,0,0.0556852284
hurt,kwetsuur,0,0.0832499998
hurt,stapel,0,0.1250981226
hurt,pijnlijk,0,0.1242027059
hurt,wolf,0,0.0416759067
hurt,gehavend,0,0.0562546566
hurt,beschermen,0.0117345709,0
hurt,schaats,0,0.0205048935
hurt,maag,0,0.033267483
hurt,bezeren,0,0.6330569807
hurt,hoofdpijn,0,0.0101463994
hurt,verwonden,0.010672293,0.4175899281
hurt,kwaad,0,0.0193279039
hurt,zeer,0.019297492,0.11455814
hurt,pijndoen,0,1
hurt,verwaarlozen,0,0.2000393272
hurt,last,0,0.0132113362
macaw,ara,0.2499970195,0.1874999991
unfaithful,ontrouw,0.6527464661,0.4932390184
unfaithful,opvoeden,0,0.0181776896
jab,enten,0.0130018418,0.0277638819
jab,por,0.0151839691,0.0208351828
jab,klap,0.0137292175,0
jab,doorzetter,0,0.0352059925
jab,slagen,0.0130018418,0
jab,porren,0,0.0166721355
jab,benadering,0,0.0500388737
jab,prik,0.0104560266,0.0105969749
jab,prikken,0.04546099,0.0194404186
jab,ja,0.0101832607,0
jab,stoten,0.0818298049,0.0228288549
idol,soap,0.0333462186,0
idol,opnoemen,0.0648917414,0.0233482327
idol,afgod,0.0120052503,0.6244510194
idol,het,0.0166731093,0
idol,idool,0.2631683572,0.9119670705
idol,aanbidden,0,0.0130087641
idol,world,0,0.0123758509
bloom,suite,0,0.0714785874
bloom,bloeien,0.0757583686,0.4770903401
bloom,verbleken,0,0.0357765783
bloom,gloed,0,0.0451999646
bloom,opengaan,0,0.010003434
bloom,waterlelie,0,0.3333332087
bloom,bloei,0.1480175363,0.2049323276
bloom,bloem,0.0499905252,0.0108663396
bloom,godvruchtig,0,0.0866663142
bloom,bloemen,0.0684870195,0
bloom,dagen,0.0149971576,0
beaker,mok,0.09375,0.1109844064
beaker,kolf,0.04375,0.0332061008
beaker,beker,0.09375,0.0228219481
bayou,vallei,0.0555083518,0
bayou,baai,0.1666917473,0
bayou,moeras,0.0871800889,0.0148458752
bayou,rivier,0.0343384999,0
ascend,verrijzen,0.0714279768,0
ascend,been,0.0142855954,0
ascend,omhoog,0.0801421899,0
ascend,aorta,0.0100713447,0.0103974727
ascend,muzikaal,0,0.0116703647
ascend,stijgen,0.0873564156,0.0236456798
ascend,vertikaal,0,0.485
ascend,irritant,0.033928289,0.0186334
damage,dichten,0,0.0167788796
damage,bijkomstig,0,0.3329302733
damage,nier,0,0.0156079669
damage,miljoen,0.0285753552,0.0114950818
damage,aanrichten,0,0.1634954589
damage,letsel,0,0.0450266891
damage,berokkenen,0,0.250688138
damage,gehavend,0,0.1664338951
damage,vernieling,0,0.1341103621
damage,ravage,0,0.0813022745
damage,schaden,0,0.1577515494
damage,schadelijk,0.0166022814,0.0949520773
damage,averij,0,0.395714177
damage,schadevergoeding,0.0231460377,0.1749305703
damage,vergroten,0,0.1111947785
damage,opknappen,0,0.0152007805
damage,schroeien,0,0.1176
damage,u,0.0227459827,0
damage,best,0.0285753552,0
damage,beperken,0.0571507104,0
damage,beschadiging,0,0.4711057785
damage,vergoeden,0,0.0376107742
damage,testen,0,0.0370262462
damage,kapotmaken,0,0.0453244262
damage,schade,0.2620734123,0.6557410253
damage,oplopen,0,0.0304603694
damage,beschadigen,0,0.1813064312
socket,houder,0,0.0143249514
socket,stopcontact,0.1452038723,0.2457501618
socket,schieten,0.0833068688,0
socket,stopkontakt,0,1
socket,overlopen,0.0154117707,0
socket,verdraaien,0,0.0121655301
socket,rug,0.0248254469,0
socket,of,0,0.0209207342
socket,jukbeen,0.0165780669,0.0622498452
socket,kijken,0,0.0371537086
socket,verloop,0.0166613738,0.1669896072
socket,klim,0.0168279875,0
reef,rif,0.1390376731,0.8478221095
reef,koraalrif,0.0291883882,0.8866288763
reef,mama,0.0238078207,0
reef,strijken,0,0.0290239872
reef,koraal,0.0294740821,0
reef,voortouw,0,0.0126024416
petal,boetseren,0,0.2499999968
petal,lastig,0.012900041,0
petal,liter,0,0.0142887716
prayer,opzeggen,0,0.0722536212
prayer,smeekbede,0,0.0159968006
prayer,honderd,0.0454343781,0
prayer,zachtaardig,0,0.0139922308
prayer,spoed,0,0.0154023502
prayer,bidden,0.1066961595,0.0348729678
prayer,vervullen,0,0.0227413418
prayer,meditatie,0,0.0624678712
prayer,gebed,0.1891962092,0.8040295079
liver,ontbinden,0,0.0102902479
liver,lever,0.5002825161,0.4889603641
liver,borstkast,0.0111322021,0.1666902251
liver,praten,0.016198354,0
liver,mild,0.0666598929,0
liver,snoek,0,0.1115
line,finish,0,0.2835701991
line,aard,0,0.0119155809
line,risicovol,0,0.0665830666
line,hoofdzaak,0,0.0666253323
line,dubbelzinnig,0,0.0209964496
line,verhaallijn,0,0.2500040884
line,precair,0,0.0553282736
line,valide,0.0172718949,0.0540540541
line,staken,0,0.0141538597
line,essentie,0,0.0714773253
line,erbij,0,0.0181182874
line,rechtlijnig,0,0.0666666584
line,pats,0,0.0278381725
line,neer,0,0.0306650322
line,eindstation,0,0.460303572
line,afluisteren,0,0.0430691064
line,tact,0,0.0167330548
line,toom,0,0.1123320904
line,slogan,0,0.1165599801
line,schuiven,0.0174555297,0.0218999131
line,out,0,0.0555119544
line,verbinding,0,0.0150462115
line,lekkernij,0,0.0830235058
line,inzet,0,0.0109029756
line,onbezet,0,0.2499999998
line,voorkruipen,0,0.6249996156
line,vasthouden,0,0.0100122657
line,los,0,0.063093103
line,kost,0.0172718949,0
line,gelid,0,0.27625
line,voortouw,0,0.0126024416
line,ver,0,0.020348952
line,conclusie,0,0.0407117178
line,buffet,0,0.110760708
line,spoorlijn,0,0.0469898771
line,wachten,0,0.0420896921
line,strepen,0,0.012361318
line,klaarstaan,0,0.0920715737
line,vooraan,0,0.0254833807
line,eindpunt,0,0.1011806504
line,omzet,0,0.0177910356
line,lijn,0.0674988315,0.5359213751
line,zon,0,0.0340771699
line,tekst,0.0335528666,0.2865413031
line,voorzien,0,0.0123358861
line,resultaat,0,0.0156246844
line,mooie,0,0.0793859027
line,verhaal,0,0.0210383654
line,snik,0,0.0187389522
line,vislijn,0,0.0822219709
line,gareel,0,0.1649174006
line,streep,0,0.2287791046
line,rimpel,0,0.0294926195
line,standhouden,0,0.0152043423
line,vol,0.0172818262,0
line,assemblage,0,0.0663495559
line,climax,0,0.1429403363
line,doorlezen,0,0.1340338314
line,aansluiten,0,0.0998339981
line,topmodel,0,0.3335178799
line,richtlijn,0,0.0276547495
line,regel,0,0.0362183379
line,infuus,0,0.0303972123
line,peach,0.0172718949,0.1249996027
line,beteugelen,0,0.1666579351
line,opvolging,0,0.0166610302
line,houden,0,0.0379745401
line,grens,0,0.1081335375
line,gamma,0,0.0499548264
line,bedwang,0,0.0250287059
line,aanschuiven,0,0.1562232349
line,terminus,0,0.05
line,waslijn,0,0.3227502278
line,optimisme,0,0.0105964779
line,opstellen,0,0.0233404828
line,spel,0,0.0128638619
line,frontlijn,0,0.1004995659
line,temmen,0,0.0405109082
line,shaker,0,0.25
line,zin,0,0.0105095042
line,kassa,0,0.0113797236
line,reeks,0,0.0132149805
line,kordon,0,0.0555315814
line,kabel,0,0.0316444292
line,touw,0,0.0156632449
line,linie,0.0341056493,0.8403530332
line,behouden,0,0.0558088027
line,assortiment,0,0.3332175513
line,staking,0,0.0193376213
line,trant,0,0.1990345835
line,trappelen,0,0.0283886419
line,balanceren,0,0.133748446
line,uitstraling,0,0.0672779667
line,parkeren,0,0.0551166555
line,bijkomstigheid,0,0.0285942787
line,middenweg,0,0.0500402814
line,binnenkant,0,0.0175101864
line,partij,0,0.0410391547
line,branche,0,0.079503849
line,levenslijn,0,0.1233774088
line,front,0,0.0627862403
line,voordringen,0,0.0217554364
line,eindstreep,0,0.3942019325
line,conditie,0.0172718949,0
line,frons,0,0.0131389476
line,eindeloos,0,0.0114816932
line,eindmeet,0,0.4995
line,parade,0,0.0121250745
line,zonnestraal,0,0.0184994705
line,evenaar,0,0.0435901441
line,voering,0.011986695,0.5995418224
line,babbel,0,0.0695348526
line,overlopen,0,0.0153151388
line,rij,0.0669631956,0.0765011542
line,passeren,0,0.022323309
line,zegswijze,0,0.2499361797
line,spoor,0,0.0115454025
line,wachtrij,0,0.4742500043
line,overschrijden,0,0.2936496305
line,aardkorst,0,0.083261944
meager,mager,0.018829868,0
meager,val,0.0183302844,0
meager,hout,0.0186635623,0
meager,remedie,0.0139976717,0.0198930417
meager,waarover,0.0186635623,0
meager,gemeen,0.0193301181,0.0594547498
meager,lok,0.0169971728,0
attraction,aantrekking,0.1263455598,0.5828745879
attraction,trekpleister,0,0.1180017995
attraction,attractie,0.0243501448,0.2193799442
attraction,aantrekkelijk,0.0700437369,0
attraction,krijgen,0,0.0119784279
attraction,aantrekkingskracht,0.1908525061,0.4852655696
attraction,trailer,0.0304189943,0
roofer,vakman,0.1749999997,0.0999749854
paranoid,lui,0.0607373495,0
paranoid,gebeuren,0.0219347837,0
paranoid,para,0,0.1
paranoid,achterdochtig,0,0.027774612
paranoid,paranoïde,0.4786316487,0.6722674674
paranoid,paranoia,0.0934728643,0.0591666696
paranoid,wantrouwig,0,0.0177498829
paranoid,achterdocht,0,0.0124992299
they,verbittering,0.0189980968,0
they,koest,0,0.0185016603
they,beeindigen,0,0.0998141278
they,bijhouden,0,0.0127974077
they,terneergeslagen,0,0.267421699
they,ze,0.2977292107,0.2327477396
they,blij,0.0189980968,0
they,locomotief,0,0.0195960797
they,pijn,0,0.0420383419
they,vrij,0.0189980968,0
they,hameren,0,0.199928949
they,werken,0.0190009864,0
they,honderd,0.0189980968,0
they,zij,0.1272936217,0.1582239105
they,geslachtsgemeenschap,0,0.0180045011
they,kinderoppas,0,0.0828121085
they,die,0.0107930399,0
they,kamerjas,0,0.2000791656
they,hen,0,0.0250212788
they,zijn,0,0.0154228935
they,men,0,0.0248778995
they,niet,0.0136216354,0
they,evenveel,0,0.1999468524
they,onderwater,0,0.0797699096
they,dat,0.0119705317,0
they,pakken,0.0190037772,0
they,zetten,0,0.0529148797
they,recherche,0,0.0204144678
they,wanneer,0,0.0333775665
they,leefwereld,0,0.1106624208
they,hun,0,0.0102687511
they,anoniem,0.0189980968,0
they,processie,0,0.0556646034
they,kalmeringsmiddel,0,0.0107654219
menstruation,menstruatie,0.7000054299,0.4271130578
towel,servet,0,0.0278515702
towel,mee,0.0526364387,0
towel,doek,0,0.012270761
towel,handdoek,0.3169196283,0.9430837683
towel,keukenrol,0,0.3335
towel,produkt,0,0.0820410205
towel,afdrogen,0,0.0661565962
towel,dynamisch,0,0.0103333015
towel,jullie,0.0526364387,0
towel,vaatdoek,0,0.0833326028
towel,badhanddoek,0,0.5
towel,theedoek,0,0.8424822447
towel,keukenpapier,0,1
towel,badlaken,0,0.9999999773
tramp,lichtekooi,0,0.035740669
tramp,del,0.0107080413,0.0354230094
tramp,zwerven,0,0.0285658807
tramp,vagebond,0.1449088207,0.8613333333
tramp,trampoline,0,0.0305076269
tramp,zwerver,0.0603455811,0.0149733253
tramp,sloerie,0.0333250258,0.0861548755
tramp,stumper,0,0.0238412757
tramp,praat,0.0500375762,0
tramp,rij,0.0166625129,0
tramp,hoer,0.0274753779,0
tramp,landloper,0.0713035461,0.4687459492
tramp,hoerig,0,0.0249909595
tramp,ploeteren,0.0167125505,0.0359993684
